,Customer_ID,First_Name,Last_Name,Year_Birth,Education,Major,Income,Date_Enrolled,Days_Since_Last_Cohort,Amount_Spent_On_Courses,Amount_Spent_on_Books,Minutes_Spent_on_Headstarter,Questions_Completed,Videos_Watched,Minutes_Spent_Coding,Email_Opens,Num_Courses_Purchased,Number_of_Students_Referred,Site_Visits_Per_Month,Average_Teammate_Rating,Cohorts_Participated_In,Highest_Leaderboard_Rank,Complain,Headstarter_Rating,Probability_Of_Getting_Offer
600,10277,Jennifer,Barrett,1961,Bachelors,Computer Science,48129.600000000006,2013-02-21,27,53.0,0.0,4.0,6.0,0.0,2.0,1,0.0,3,18.0,9.62,2,446.0,0,8,0.9
601,2453,Thomas,Miller,1960,Bachelors,Computer Science,100491.20000000001,2012-08-31,83,771.0,47.0,242.0,412.0,22.0,108.0,5,3.0,12,13.0,4.56,4,454.0,0,7,11.8
602,7972,Bill,Reid,1955,Bachelors,Marketing,116649.6,2013-09-17,79,513.0,44.0,455.0,1521.0,55.0,266.0,3,4.0,9,3.0,5.79,3,333.0,0,5,32.8
603,895,Katherine,Lopez,1948,PhD,Computer Science,122934.0,2012-09-12,69,601.0,27.0,205.0,348.0,19.0,92.0,5,2.0,10,13.0,8.41,2,498.0,0,5,8.0
604,1177,Emma,Brady,1966,Masters,Computer Science,89312.40000000001,2013-01-26,77,117.0,5.0,47.0,79.0,4.0,21.0,3,1.0,3,18.0,9.26,2,536.0,0,7,2.9
605,7141,Timothy,Oneill,1986,Masters,Computer Science,39398.4,2012-12-29,15,129.0,17.0,83.0,140.0,7.0,37.0,5,1.0,2,25.0,9.2,3,300.0,0,7,5.2
606,7232,Jennifer,Sims,1973,Bachelors,Finance,67886.40000000001,2014-11-02,99,95.0,0.0,4.0,9.0,0.0,2.0,1,1.0,3,10.0,4.84,3,495.0,0,9,1.0
607,8477,Dana,Davis,1956,Bachelors,Computer Science,41840.0,2013-11-03,61,7.0,2.0,23.0,40.0,1.0,10.0,1,0.0,3,18.0,9.62,2,347.0,0,6,0.6
608,2457,Duane,Romero,1975,In-College,Finance,40041.3,2012-10-26,23,416.0,5.0,15.0,7.0,0.0,1.0,1,0.0,3,14.0,6.86,2,367.0,0,7,3.1
609,988,Paul,Sanchez,1965,Bachelors,Computer Science,129868.8,2014-07-05,84,601.0,0.0,1063.0,1805.0,103.0,476.0,6,4.0,7,8.0,4.96,3,266.0,0,7,37.6
610,7930,Jennifer,Mckee,1969,Masters,Computer Science,48378.6,2013-08-19,74,148.0,22.0,136.0,232.0,13.0,61.0,3,1.0,6,15.0,9.24,4,480.0,0,5,7.1
611,4587,Emily,Houston,1944,Masters,Computer Science,81010.8,2013-07-18,90,237.0,42.0,95.0,162.0,8.0,42.0,3,1.0,7,8.0,7.46,1,405.0,0,7,3.9
612,6682,Regina,Le,1973,In-College,Computer Science,24671.4,2012-11-12,41,88.0,13.0,9.0,3.0,0.0,0.0,1,0.0,3,20.0,4.63,4,338.0,0,5,1.7
613,6222,Tiffany,Ryan,1967,Bachelors,Computer Science,36118.4,2013-10-28,28,37.0,0.0,14.0,24.0,1.0,6.0,2,0.0,3,18.0,4.15,3,300.0,0,8,0.5
614,10299,Denise,Baldwin,1969,PhD,Computer Science,96480.0,2012-09-11,73,570.0,153.0,445.0,756.0,43.0,200.0,6,3.0,13,13.0,5.24,4,304.0,0,9,16.5
615,3083,Carrie,Moore,1974,Bachelors,Pre-Med,73339.2,2013-07-26,88,314.0,22.0,103.0,244.0,13.0,77.0,6,3.0,5,19.0,5.86,2,478.0,0,7,7.2
616,8953,Megan,Alexander,1965,Masters,Computer Science,64423.8,2013-06-05,94,40.0,0.0,9.0,15.0,0.0,3.0,1,0.0,3,20.0,7.34,3,480.0,0,7,0.9
618,8650,Jessica,Drake,1978,Bachelors,Cyber Security,86659.20000000001,2013-03-18,31,9.0,7.0,9.0,27.0,2.0,10.0,1,0.0,3,12.0,9.2,3,442.0,0,8,1.3
619,10862,Carrie,Williams,1960,Masters,Computer Science,54939.6,2012-08-17,6,262.0,13.0,149.0,253.0,14.0,66.0,1,2.0,9,5.0,4.74,4,294.0,0,6,8.2
620,2782,Christina,Edwards,1961,PhD,Pre-Med,108912.0,2013-11-07,23,513.0,0.0,32.0,76.0,4.0,23.0,6,1.0,7,17.0,7.73,1,535.0,0,6,4.4
621,6941,Michael,Gutierrez,1971,Bachelors,Computer Science,50611.200000000004,2013-07-14,92,25.0,13.0,22.0,37.0,1.0,10.0,2,1.0,2,18.0,7.29,1,379.0,0,7,2.7
622,10972,Katie,Welch,1949,Bachelors,Computer Science,115676.8,2014-10-03,52,916.0,59.0,303.0,515.0,29.0,135.0,4,3.0,6,3.0,6.3,4,424.0,0,5,13.3
623,10708,John,Morris,1978,High School,Finance,7395.0,2013-12-28,50,17.0,8.0,7.0,16.0,1.0,3.0,1,0.0,3,14.0,8.52,1,395.0,0,5,0.9
624,6583,Joel,Hamilton,1955,High School,Finance,14527.0,2013-03-06,54,676.0,29.0,196.0,483.0,31.0,83.0,6,7.0,6,6.0,7.25,3,207.0,0,9,31.0
625,3641,Gregory,Barnes,1976,Bachelors,Computer Science,21798.4,2013-01-20,93,15.0,3.0,27.0,46.0,1.0,11.0,2,0.0,3,15.0,7.42,2,486.0,0,5,0.9
626,10156,Alan,Brown,1975,Bachelors,Computer Science,134713.6,2013-03-06,56,315.0,106.0,910.0,1546.0,88.0,407.0,8,4.0,7,8.0,5.29,1,194.0,0,5,39.9
627,4299,Robert,Stafford,1960,Bachelors,Computer Science,113553.6,2012-09-21,28,1467.0,29.0,1027.0,1744.0,99.0,460.0,11,12.0,5,18.0,8.56,3,226.0,0,5,51.4
628,3469,Karl,Daniels,1977,PhD,Computer Science,68974.0,2012-06-09,94,28.0,30.0,59.0,101.0,6.0,26.0,3,0.0,3,23.0,5.42,3,333.0,0,5,3.9
629,5063,Courtney,Sanchez,1977,Bachelors,Pre-Med,46030.4,2012-12-18,76,60.0,9.0,153.0,361.0,22.0,114.0,4,1.0,4,25.0,6.41,1,451.0,0,8,6.0
630,10727,David,Suarez,1970,PhD,Computer Science,138168.0,2013-11-19,43,1731.0,180.0,357.0,607.0,33.0,159.0,7,3.0,13,20.0,6.36,2,394.0,0,8,15.7
631,9624,Courtney,Butler,1958,PhD,Law,130976.0,2014-06-13,46,459.0,28.0,65.0,442.0,11.0,85.0,3,1.0,6,1.0,5.08,2,304.0,0,6,15.8
632,5156,Nicole,Rivas,1970,High School,Computer Science,12493.2,2014-01-15,13,189.0,217.0,465.0,790.0,44.0,208.0,6,3.0,12,10.0,9.0,2,337.0,0,5,17.1
633,4376,James,Brady,1960,High School,Computer Science,6443.6,2014-02-15,27,15.0,40.0,27.0,46.0,1.0,11.0,2,1.0,3,18.0,9.78,3,557.0,0,7,1.9
634,8923,Jason,Santana,1973,Bachelors,Computer Science,134267.2,2013-04-18,12,753.0,37.0,1314.0,2232.0,127.0,589.0,6,8.0,7,8.0,5.0,1,144.0,0,5,48.0
635,8461,Bryan,Riley,1962,Bachelors,Finance,73763.2,2014-10-03,3,24.0,0.0,1.0,1.0,0.0,0.0,1,0.0,2,14.0,9.45,3,422.0,0,8,0.0
636,6945,Meredith,Brown,1952,Bachelors,Computer Science,135318.4,2013-04-06,72,567.0,34.0,1280.0,2174.0,124.0,573.0,9,12.0,11,13.0,9.15,3,143.0,0,7,37.0
637,944,Cheyenne,Bell,1962,Bachelors,Finance,89889.6,2013-08-01,6,210.0,134.0,42.0,103.0,6.0,18.0,4,2.0,7,8.0,5.19,4,500.0,0,5,8.6
638,1907,Timothy,Long,1950,Masters,Computer Science,113616.0,2012-09-28,53,1414.0,116.0,501.0,851.0,47.0,224.0,8,4.0,9,18.0,7.46,1,210.0,0,8,25.4
639,701,Amy,Mccoy,1971,Bachelors,Computer Science,117905.6,2013-06-11,58,1036.0,35.0,449.0,762.0,43.0,201.0,6,2.0,8,5.0,4.47,4,359.0,0,6,17.4
640,3856,Bobby,Duarte,1960,Bachelors,Computer Science,101409.6,2012-05-10,78,837.0,84.0,255.0,433.0,24.0,114.0,4,6.0,13,5.0,8.74,4,370.0,0,6,15.0
641,4149,Christine,Mitchell,1948,PhD,Cyber Security,152280.0,2014-05-13,57,1038.0,79.0,615.0,1793.0,162.0,641.0,5,16.0,6,6.0,9.6,4,164.0,0,5,45.7
642,2131,Bradley,Carson,1959,PhD,Computer Science,125718.0,2012-12-30,37,1558.0,150.0,183.0,311.0,17.0,82.0,9,4.0,6,15.0,5.75,1,369.0,0,9,18.6
643,2942,John,Bishop,1964,Bachelors,Computer Science,73449.6,2013-07-05,20,447.0,5.0,48.0,82.0,4.0,21.0,5,4.0,4,13.0,7.08,3,416.0,0,9,9.5
644,1173,Kim,Zimmerman,1947,Masters,Computer Science,139737.6,2013-10-03,73,1759.0,177.0,1361.0,2311.0,131.0,610.0,4,2.0,6,5.0,4.15,3,106.0,0,7,61.9
645,4381,Teresa,Richardson,1971,PhD,Computer Science,92926.0,2013-08-18,56,239.0,3.0,72.0,122.0,7.0,32.0,3,1.0,6,15.0,6.43,2,490.0,0,9,3.2
646,4611,Tara,Malone,1970,Bachelors,Finance,168753.6,2013-01-21,36,1748.0,236.0,63.0,156.0,10.0,27.0,9,7.0,13,6.0,9.46,1,192.0,0,7,24.7
647,3376,Cheryl,Morales,1970,Masters,Pre-Med,99507.6,2013-12-13,9,182.0,10.0,86.0,204.0,12.0,64.0,3,1.0,6,11.0,4.53,1,369.0,0,9,4.7
648,4679,Laura,Smith,1977,Masters,Computer Science,141678.0,2014-05-23,42,1057.0,0.0,273.0,463.0,26.0,122.0,7,7.0,12,10.0,6.31,1,274.0,0,5,23.0
649,10928,Michael,Carson,1958,Bachelors,Computer Science,107017.6,2013-09-16,28,462.0,7.0,111.0,189.0,10.0,50.0,7,1.0,7,13.0,7.5,3,469.0,0,7,9.8
650,4248,Tiffany,Smith,1960,Masters,Pre-Med,177798.6,2014-02-17,23,1459.0,33.0,842.0,1991.0,119.0,634.0,4,8.0,9,3.0,7.83,4,145.0,0,7,34.6
651,6728,William,Erickson,1985,Bachelors,Computer Science,46564.8,2012-08-27,38,23.0,0.0,31.0,52.0,3.0,13.0,1,0.0,3,23.0,4.38,4,525.0,0,6,1.7
652,6661,Paul,Mason,1974,Bachelors,Computer Science,107912.0,2012-12-08,63,1109.0,135.0,390.0,662.0,38.0,174.0,9,7.0,12,15.0,9.99,4,388.0,0,5,26.8
653,4725,James,Mejia,1950,PhD,Computer Science,101232.0,2014-04-13,71,44.0,3.0,45.0,76.0,4.0,19.0,1,1.0,4,5.0,7.13,4,390.0,0,7,1.4
654,3277,Julia,Hill,1955,Bachelors,Pre-Med,79089.6,2012-03-08,9,319.0,5.0,118.0,280.0,16.0,89.0,7,1.0,5,22.0,5.93,4,343.0,0,9,5.7
655,5555,Brianna,Goodman,1975,Bachelors,Cyber Security,246278.40000000002,2014-07-02,81,2.0,1.0,1.0,3.0,0.0,0.0,0,0.0,0,0.0,8.83,4,558.0,0,7,0.0
656,2564,Angela,Dougherty,1953,Bachelors,Computer Science,98044.8,2014-04-01,87,163.0,5.0,50.0,85.0,4.0,23.0,3,1.0,4,15.0,7.64,4,306.0,0,7,2.2
657,946,Juan,Mason,1958,High School,Computer Science,5298.0,2012-09-22,92,66.0,79.0,93.0,159.0,8.0,42.0,3,1.0,5,15.0,4.95,1,445.0,0,9,6.7
658,3867,Wesley,Conley,1947,PhD,Computer Science,146118.0,2013-08-31,36,601.0,188.0,754.0,1281.0,72.0,338.0,9,3.0,13,10.0,5.76,4,381.0,0,9,28.7
659,6940,Robert,Koch,1966,PhD,Computer Science,93468.0,2013-10-21,86,147.0,2.0,70.0,119.0,6.0,31.0,3,2.0,3,15.0,6.28,4,327.0,0,6,3.6
660,55,Donald,Kim,1963,Bachelors,Computer Science,90004.8,2012-07-12,83,746.0,0.0,117.0,198.0,11.0,52.0,7,2.0,9,15.0,9.84,1,505.0,0,8,6.1
661,7093,Natalie,Lewis,1985,Bachelors,Computer Science,31977.600000000002,2013-11-14,74,4.0,10.0,9.0,15.0,0.0,3.0,0,0.0,3,18.0,5.14,1,411.0,0,8,0.5
662,5084,Isaac,Ochoa,1975,Bachelors,Finance,93328.0,2013-12-25,87,771.0,69.0,129.0,319.0,20.0,55.0,6,3.0,13,8.0,4.47,2,358.0,0,9,26.9
663,1777,Gregory,Hodges,1980,In-College,Cyber Security,33754.5,2012-07-09,29,106.0,2.0,52.0,30.0,16.0,10.0,2,0.0,3,24.0,8.53,1,326.0,0,7,3.5
664,8162,Yolanda,Rodriguez,1956,Masters,Finance,26389.8,2013-01-01,88,7.0,1.0,7.0,16.0,1.0,3.0,1,0.0,3,12.0,5.98,1,471.0,0,6,0.8
665,10826,Jonathan,Mullen,1959,Bachelors,Computer Science,29904.0,2012-12-28,77,9.0,2.0,13.0,21.0,0.0,5.0,1,1.0,2,20.0,4.48,3,510.0,0,6,1.0
666,8754,Justin,Jenkins,1974,PhD,Computer Science,90136.0,2013-05-16,25,21.0,0.0,5.0,9.0,0.0,2.0,1,0.0,2,18.0,4.71,4,363.0,0,5,0.9
667,1987,Kimberly,Middleton,1987,In-College,Computer Science,27381.9,2013-09-25,34,44.0,17.0,99.0,34.0,11.0,8.0,2,0.0,3,15.0,5.02,3,503.0,0,7,3.0
668,11007,Ebony,Anthony,1968,PhD,Computer Science,58374.0,2013-09-05,43,38.0,0.0,11.0,18.0,0.0,5.0,1,0.0,3,20.0,6.28,3,508.0,0,6,0.7
669,7426,Henry,Richardson,1971,High School,Computer Science,10938.0,2013-07-11,76,163.0,27.0,66.0,113.0,6.0,29.0,3,1.0,5,8.0,6.0,1,378.0,0,6,3.2
670,9153,Marc,Dunlap,1964,PhD,Computer Science,118608.0,2013-07-29,81,613.0,103.0,768.0,1305.0,74.0,344.0,7,9.0,10,13.0,6.25,2,323.0,0,5,28.5
671,10379,Jane,Patterson,1962,Masters,Finance,106644.6,2013-08-11,87,567.0,12.0,74.0,183.0,11.0,31.0,5,2.0,9,12.0,8.39,1,396.0,0,5,8.4
672,9204,Teresa,Wilson,1970,Bachelors,Computer Science,106769.6,2012-12-09,33,544.0,268.0,348.0,591.0,33.0,156.0,4,3.0,6,8.0,8.7,4,242.0,0,5,28.7
673,3197,William,Vaughn,1980,Bachelors,Law,123764.8,2013-12-16,38,209.0,37.0,34.0,229.0,6.0,44.0,6,1.0,8,4.0,5.09,3,392.0,0,5,17.2
674,2920,Amanda,Brown,1975,PhD,Cyber Security,105228.0,2012-01-12,63,1398.0,0.0,134.0,390.0,34.0,140.0,2,7.0,8,24.0,7.51,4,439.0,0,7,12.1
675,6961,Kaitlyn,Smith,1974,Bachelors,Computer Science,42801.600000000006,2014-05-22,26,1.0,2.0,9.0,15.0,0.0,3.0,1,0.0,2,20.0,5.08,2,471.0,0,8,0.7
676,4673,Ralph,Elliott,1963,PhD,Computer Science,162600.0,2012-10-30,17,1471.0,20.0,260.0,442.0,25.0,116.0,10,3.0,5,13.0,7.42,2,270.0,0,6,19.5
677,9937,Kaitlyn,Carter,1979,Bachelors,Law,112539.20000000001,2014-02-01,75,143.0,51.0,47.0,319.0,8.0,61.0,2,1.0,12,1.0,4.57,3,328.0,0,5,10.4
678,8779,Maria,Woodward,1985,High School,Computer Science,7229.0,2013-06-16,13,82.0,7.0,136.0,232.0,13.0,61.0,4,1.0,3,23.0,5.1,4,484.0,0,6,6.4
679,9596,Catherine,Mcgee,1980,PhD,Computer Science,130590.0,2013-12-23,19,535.0,54.0,210.0,357.0,19.0,93.0,3,3.0,13,5.0,5.68,3,352.0,0,6,9.0
680,2891,Wesley,Key,1963,Bachelors,Computer Science,108988.8,2013-10-18,51,872.0,39.0,221.0,375.0,21.0,98.0,8,10.0,4,15.0,6.3,3,351.0,0,9,14.4
681,4910,Katie,Hampton,1967,Bachelors,Marketing,109988.8,2012-08-30,81,1452.0,183.0,336.0,1125.0,41.0,197.0,11,5.0,13,18.0,7.56,4,237.0,0,9,46.7
682,75,Steven,Hardin,1982,High School,Cyber Security,8207.800000000001,2013-07-25,32,60.0,13.0,129.0,376.0,34.0,134.0,8,2.0,5,24.0,6.33,3,341.0,0,8,17.7
683,10120,Cassandra,Charles,1955,Bachelors,Finance,62313.600000000006,2013-10-24,84,201.0,8.0,50.0,123.0,8.0,21.0,3,1.0,6,10.0,4.71,3,309.0,0,6,4.9
684,6327,Justin,Mullins,1967,Bachelors,Computer Science,105243.20000000001,2013-12-19,87,828.0,54.0,781.0,1326.0,75.0,349.0,2,9.0,6,3.0,8.07,3,358.0,0,5,29.7
685,10142,Ebony,Smith,1976,PhD,Computer Science,132952.0,2013-07-03,99,545.0,30.0,226.0,384.0,21.0,101.0,5,2.0,11,10.0,5.45,1,433.0,0,8,15.3
686,9826,Derek,Davidson,1972,PhD,Law,173714.0,2012-12-09,96,685.0,64.0,265.0,1791.0,46.0,346.0,5,2.0,10,2.0,9.98,1,118.0,0,7,47.8
688,10767,Catherine,Juarez,1989,PhD,Computer Science,155690.0,2014-05-16,40,1114.0,67.0,862.0,1463.0,83.0,386.0,3,6.0,12,3.0,9.2,1,325.0,0,9,23.1
689,7279,Jessica,Shaw,1969,PhD,Computer Science,138952.0,2013-09-30,3,381.0,145.0,1004.0,1704.0,96.0,449.0,4,7.0,4,5.0,5.88,3,267.0,0,5,28.4
690,7230,Chad,Holloway,1960,PhD,Computer Science,101222.0,2012-04-10,98,673.0,0.0,43.0,73.0,4.0,19.0,4,6.0,7,15.0,7.54,3,534.0,0,9,5.0
691,143,Joseph,Robinson,1970,Bachelors,Computer Science,97934.40000000001,2013-08-25,73,683.0,0.0,402.0,683.0,39.0,180.0,5,3.0,4,5.0,6.16,1,350.0,0,7,22.3
692,450,Danielle,Rios,1958,Masters,Pre-Med,76167.0,2013-12-07,90,98.0,26.0,95.0,224.0,13.0,71.0,1,6.0,4,8.0,5.4,1,362.0,0,8,9.8
693,9316,Laura,Ramirez,1952,In-College,Computer Science,17009.2,2013-02-11,29,88.0,0.0,63.0,21.0,0.0,5.0,1,0.0,3,15.0,6.24,2,505.0,0,8,1.6
694,6379,Ian,Wilson,1949,Masters,Computer Science,85626.0,2013-05-29,3,98.0,2.0,36.0,61.0,3.0,16.0,2,2.0,2,18.0,8.36,3,384.0,0,9,2.6
695,9239,Erik,Vang,1961,Masters,Computer Science,111461.40000000001,2013-07-26,94,135.0,7.0,32.0,55.0,3.0,14.0,2,1.0,4,8.0,8.28,4,330.0,0,9,1.9
696,8315,Jon,Barron,1995,Bachelors,Computer Science,55718.4,2014-03-26,65,6.0,3.0,20.0,34.0,1.0,8.0,1,0.0,2,15.0,5.1,2,453.0,0,5,0.7
697,2868,Alexandra,Nelson,1949,PhD,Computer Science,53036.0,2013-08-04,33,29.0,2.0,50.0,85.0,4.0,23.0,2,0.0,3,20.0,4.87,2,541.0,0,9,1.8
698,10888,Sarah,Smith,1961,Bachelors,Finance,73500.8,2013-03-11,46,473.0,14.0,108.0,266.0,17.0,46.0,8,3.0,6,12.0,5.4,2,433.0,0,5,11.3
699,1277,Nathan,Stevenson,1960,Bachelors,Pre-Med,125548.8,2014-09-04,29,633.0,38.0,459.0,1086.0,65.0,347.0,10,10.0,10,11.0,8.24,1,245.0,0,9,32.4
700,9977,David,Allen,1973,Bachelors,Computer Science,126241.6,2013-09-17,99,470.0,19.0,555.0,942.0,53.0,248.0,9,3.0,5,10.0,6.7,3,402.0,0,7,18.9
701,10196,Sarah,Miller,1978,Bachelors,Finance,114283.20000000001,2014-12-03,26,367.0,160.0,107.0,265.0,17.0,45.0,8,2.0,8,8.0,4.69,4,396.0,0,9,15.9
702,6384,Crystal,Garcia,1978,Bachelors,Computer Science,113635.20000000001,2014-11-02,30,1332.0,20.0,499.0,848.0,47.0,224.0,5,2.0,11,20.0,9.73,1,349.0,0,9,20.8
703,8029,Kyle,Bruce,1988,Masters,Computer Science,162444.6,2014-04-29,27,1735.0,54.0,632.0,1073.0,61.0,283.0,3,4.0,7,3.0,4.73,3,225.0,0,7,28.7
704,968,Robin,Martinez,1968,Masters,Pre-Med,74403.0,2013-12-26,24,163.0,33.0,25.0,59.0,3.0,18.0,4,1.0,4,19.0,6.84,3,339.0,0,5,2.1
705,6988,Mariah,Lucas,1986,Bachelors,Computer Science,115123.20000000001,2013-10-01,93,961.0,135.0,817.0,1387.0,78.0,365.0,8,4.0,8,10.0,6.99,3,245.0,0,6,24.6
706,4472,Timothy,Robinson,1970,PhD,Marketing,71364.0,2014-06-27,34,29.0,0.0,7.0,23.0,1.0,4.0,1,1.0,3,5.0,7.56,1,312.0,0,8,1.3
707,6991,Todd,Tanner,1951,Bachelors,Computer Science,69096.0,2013-10-04,88,787.0,10.0,75.0,128.0,7.0,34.0,9,3.0,6,20.0,6.5,3,384.0,0,7,9.7
708,3336,Robin,Price,1948,PhD,Cyber Security,132750.0,2013-11-21,96,1261.0,0.0,42.0,124.0,10.0,43.0,2,7.0,5,21.0,8.29,4,294.0,0,6,13.2
709,4301,Matthew,Kelly,1971,Masters,Computer Science,63320.4,2013-10-01,10,34.0,2.0,23.0,40.0,1.0,10.0,1,1.0,2,18.0,4.5,1,339.0,0,9,1.0
710,1940,Barbara,Franco,1986,Bachelors,Finance,40403.200000000004,2013-12-07,26,2.0,4.0,2.0,6.0,0.0,1.0,1,0.0,2,16.0,7.26,3,422.0,0,5,0.9
711,1272,Joshua,Campos,1965,Masters,Computer Science,99450.0,2012-10-21,49,973.0,98.0,149.0,253.0,14.0,66.0,7,6.0,10,13.0,7.38,3,277.0,0,7,9.3
712,1388,Scott,Kramer,1975,Bachelors,Cyber Security,53198.4,2013-02-20,11,11.0,12.0,20.0,58.0,4.0,20.0,2,2.0,3,18.0,5.59,3,289.0,0,7,3.7
713,1044,Jennifer,Miller,1953,Bachelors,Finance,93436.8,2013-05-14,44,518.0,7.0,122.0,301.0,19.0,52.0,5,3.0,8,8.0,8.88,4,360.0,0,7,15.5
714,6969,Juan,Davis,1982,Bachelors,Finance,80435.20000000001,2013-07-08,75,172.0,17.0,40.0,99.0,6.0,17.0,4,1.0,5,14.0,4.69,2,347.0,0,9,4.1
715,10479,Christina,Figueroa,1975,PhD,Computer Science,153236.0,2012-07-12,64,1098.0,67.0,528.0,896.0,50.0,237.0,3,2.0,5,3.0,8.01,2,207.0,0,5,37.0
716,3619,Jonathan,Norman,1960,High School,Computer Science,17461.0,2012-09-23,19,506.0,42.0,900.0,1528.0,86.0,402.0,5,3.0,8,5.0,8.52,4,305.0,0,6,22.1
717,1715,Mark,Sutton,1978,Bachelors,Law,41361.600000000006,2013-11-02,45,7.0,2.0,6.0,39.0,1.0,7.0,2,0.0,3,8.0,8.46,2,404.0,0,9,2.0
718,10159,Amanda,Marshall,1970,Bachelors,Computer Science,93936.0,2013-03-31,77,645.0,136.0,661.0,1122.0,64.0,296.0,11,6.0,9,15.0,7.22,1,250.0,0,9,28.6
719,1463,Benjamin,Cameron,1958,Bachelors,Finance,72256.0,2014-03-29,9,14.0,3.0,3.0,7.0,0.0,1.0,1,0.0,2,14.0,9.5,3,319.0,0,6,0.9
720,5114,Donald,Ellis,1965,Masters,Cyber Security,134650.80000000002,2012-12-19,1,1187.0,11.0,235.0,684.0,62.0,244.0,5,7.0,5,12.0,9.52,1,384.0,0,6,11.7
721,4990,Lindsay,Colon,1954,Bachelors,Computer Science,94577.6,2013-02-05,90,768.0,0.0,241.0,409.0,22.0,108.0,11,1.0,8,18.0,6.4,3,399.0,0,6,21.5
722,4329,Kimberly,Robles,1984,PhD,Computer Science,37976.0,2014-05-23,43,9.0,0.0,11.0,18.0,0.0,5.0,1,0.0,3,18.0,5.75,4,528.0,0,7,1.0
723,10936,Laura,Decker,1965,Bachelors,Computer Science,115504.0,2013-02-13,79,875.0,279.0,1072.0,1820.0,103.0,480.0,5,7.0,4,8.0,9.22,1,204.0,0,8,42.0
724,4692,David,Mahoney,1976,Bachelors,Computer Science,12000.0,2012-01-08,19,10.0,0.0,22.0,37.0,1.0,10.0,4,1.0,2,23.0,8.04,4,306.0,0,5,2.2
725,7212,Tanya,Nunez,1966,Bachelors,Finance,71670.40000000001,2014-08-06,99,94.0,0.0,4.0,10.0,0.0,2.0,2,0.0,3,12.0,7.9,4,583.0,0,6,0.8
726,6086,Stephen,Miller,1955,Bachelors,Computer Science,128632.0,2013-11-23,62,652.0,42.0,1268.0,2153.0,122.0,568.0,6,6.0,12,5.0,6.75,3,228.0,0,9,42.4
727,437,Brian,Long,1976,Masters,Pre-Med,135021.6,2014-01-25,41,429.0,244.0,258.0,610.0,36.0,195.0,3,11.0,11,3.0,5.01,3,388.0,0,8,24.4
728,11171,Cindy,Garcia,1965,Masters,Computer Science,102531.6,2013-11-10,60,428.0,5.0,138.0,235.0,13.0,61.0,6,3.0,5,18.0,9.06,2,286.0,0,9,5.8
729,11101,Jose,Marsh,1991,Bachelors,Computer Science,143825.6,2013-04-15,17,604.0,37.0,237.0,402.0,22.0,106.0,11,7.0,8,10.0,5.21,3,405.0,0,7,20.7
730,5329,Douglas,Trujillo,1949,PhD,Computer Science,71892.0,2013-09-27,24,12.0,0.0,5.0,9.0,0.0,2.0,0,0.0,3,13.0,5.32,1,325.0,0,8,0.0
731,610,Miguel,Waller,1953,PhD,Computer Science,107186.0,2012-07-08,60,511.0,7.0,140.0,238.0,13.0,63.0,7,2.0,6,20.0,8.23,2,518.0,0,5,7.7
732,9384,Shane,Perez,1978,Bachelors,Computer Science,106196.8,2013-12-06,57,481.0,15.0,223.0,378.0,21.0,100.0,4,2.0,10,8.0,5.38,2,293.0,0,8,10.0
733,5956,Gloria,Moore,1948,PhD,Computer Science,90144.0,2013-10-16,74,211.0,3.0,178.0,302.0,17.0,79.0,6,1.0,4,20.0,9.66,2,321.0,0,5,5.6
734,10430,Richard,Lopez,1973,Bachelors,Finance,143510.4,2013-09-10,22,1951.0,37.0,128.0,316.0,20.0,54.0,4,2.0,4,10.0,5.89,1,265.0,0,8,23.7
735,7875,Dylan,Lewis,1949,Bachelors,Computer Science,115240.0,2014-04-29,46,1417.0,0.0,1108.0,1881.0,107.0,496.0,4,9.0,13,5.0,9.36,4,160.0,0,9,24.7
736,7072,Ian,Hurst,1973,Bachelors,Finance,107891.20000000001,2013-03-29,69,749.0,103.0,207.0,510.0,32.0,88.0,8,4.0,4,8.0,5.21,4,198.0,0,8,22.2
737,6255,Nicholas,Patel,1952,Masters,Cyber Security,126981.0,2014-03-06,29,244.0,47.0,59.0,173.0,14.0,61.0,4,2.0,7,6.0,6.59,2,428.0,0,8,8.2
738,6516,Michelle,Miller,1989,In-College,Computer Science,22733.100000000002,2013-03-18,37,0.0,0.0,9.0,3.0,0.0,0.0,1,0.0,2,18.0,4.69,3,528.0,0,9,0.7
739,5564,William,Curry,1969,Bachelors,Computer Science,100611.20000000001,2012-09-08,26,746.0,224.0,892.0,1515.0,86.0,399.0,7,6.0,6,10.0,9.7,4,194.0,0,9,38.8
740,5682,Michael,Figueroa,1953,PhD,Cyber Security,128216.0,2013-03-23,8,1679.0,12.0,81.0,236.0,20.0,85.0,6,16.0,11,15.0,4.4,1,421.0,0,7,14.0
741,7458,Jerome,Smith,1956,Masters,Finance,62893.8,2013-06-03,26,68.0,3.0,15.0,37.0,2.0,6.0,3,0.0,3,16.0,7.9,3,342.0,0,5,2.2
742,5237,Nancy,Wright,1950,PhD,Computer Science,97534.0,2014-01-01,79,41.0,2.0,38.0,64.0,3.0,16.0,2,1.0,3,13.0,5.44,1,312.0,0,7,1.5
743,7761,Andrea,Edwards,1978,High School,Computer Science,7740.400000000001,2013-01-08,71,19.0,19.0,43.0,73.0,4.0,19.0,3,0.0,4,15.0,4.36,1,510.0,0,6,3.2
